Date,Open,High,Low,Close,Adj Close,Volume
2010-02-03,2720.8701171875,2772.300048828125,2720.8701171875,2764.840087890625,2764.840087890625,0
2010-02-04,2764.840087890625,2765.77001953125,2741.7099609375,2744.97998046875,2744.97998046875,0
2010-02-05,2744.97998046875,2744.97998046875,2680.139892578125,2683.56005859375,2683.56005859375,0
2010-02-08,2683.56005859375,2700.85009765625,2665.969970703125,2693.6201171875,2693.6201171875,0
2010-02-09,2693.6201171875,2745.02001953125,2675.2900390625,2745.02001953125,2745.02001953125,0
2010-02-10,2745.02001953125,2755.739990234375,2728.389892578125,2734.389892578125,2734.389892578125,0
2010-02-11,2734.389892578125,2754.300048828125,2734.389892578125,2753.6298828125,2753.6298828125,0
2010-02-12,2753.6298828125,2766.419921875,2745.010009765625,2758.89990234375,2758.89990234375,0
2010-02-17,2758.89990234375,2797.0,2758.89990234375,2794.06005859375,2794.06005859375,0
2010-02-18,2794.06005859375,2794.06005859375,2759.070068359375,2769.18994140625,2769.18994140625,0
2010-02-19,2769.18994140625,2772.030029296875,2727.7900390625,2757.139892578125,2757.139892578125,0
2010-02-22,2757.139892578125,2775.7099609375,2757.139892578125,2757.4599609375,2757.4599609375,0
2010-02-23,2757.4599609375,2782.550048828125,2737.639892578125,2782.550048828125,2782.550048828125,0
2010-02-24,2782.550048828125,2782.550048828125,2748.22998046875,2762.139892578125,2762.139892578125,0
2010-02-25,2762.139892578125,2774.090087890625,2743.030029296875,2749.14990234375,2749.14990234375,0
2010-02-26,2749.14990234375,2756.7099609375,2738.7099609375,2750.860107421875,2750.860107421875,0
2010-03-01,2750.860107421875,2780.8701171875,2749.739990234375,2774.06005859375,2774.06005859375,0
2010-03-02,2774.06005859375,2787.889892578125,2771.699951171875,2772.199951171875,2772.199951171875,0
2010-03-03,2772.199951171875,2786.5,2767.639892578125,2782.7900390625,2782.7900390625,0
2010-03-04,2782.7900390625,2792.639892578125,2761.469970703125,2768.699951171875,2768.699951171875,0
2010-03-05,2768.699951171875,2791.260009765625,2768.699951171875,2790.2900390625,2790.2900390625,0
2010-03-08,2790.2900390625,2837.43994140625,2790.2900390625,2834.570068359375,2834.570068359375,0
2010-03-09,2834.570068359375,2843.239990234375,2831.389892578125,2839.5400390625,2839.5400390625,0
2010-03-10,2839.5400390625,2862.2900390625,2839.5400390625,2862.2900390625,2862.2900390625,0
2010-03-11,2862.2900390625,2875.2099609375,2854.590087890625,2873.909912109375,2873.909912109375,0
2010-03-12,2873.909912109375,2885.889892578125,2870.52001953125,2881.360107421875,2881.360107421875,0
2010-03-15,2881.360107421875,2898.280029296875,2872.320068359375,2874.330078125,2874.330078125,0
2010-03-16,2874.330078125,2896.429931640625,2874.330078125,2896.429931640625,2896.429931640625,0
2010-03-17,2896.429931640625,2922.469970703125,2896.429931640625,2919.300048828125,2919.300048828125,0
2010-03-18,2919.300048828125,2925.409912109375,2907.0400390625,2913.93994140625,2913.93994140625,0
2010-03-19,2913.93994140625,2932.18994140625,2913.93994140625,2915.699951171875,2915.699951171875,0
2010-03-22,2915.699951171875,2915.699951171875,2889.179931640625,2889.179931640625,2889.179931640625,0
2010-03-23,2889.179931640625,2911.419921875,2889.179931640625,2905.659912109375,2905.659912109375,0
2010-03-24,2905.659912109375,2917.929931640625,2886.360107421875,2886.360107421875,2886.360107421875,0
2010-03-25,2886.360107421875,2897.47998046875,2878.679931640625,2888.3701171875,2888.3701171875,0
2010-03-26,2888.3701171875,2907.89990234375,2884.239990234375,2906.280029296875,2906.280029296875,0
2010-03-29,2906.280029296875,2929.139892578125,2906.280029296875,2929.139892578125,2929.139892578125,0
2010-03-30,2929.139892578125,2937.800048828125,2926.199951171875,2933.389892578125,2933.389892578125,0
2010-03-31,2933.389892578125,2933.389892578125,2887.4599609375,2887.4599609375,2887.4599609375,0
2010-04-01,2887.4599609375,2946.280029296875,2887.4599609375,2943.02001953125,2943.02001953125,0
2010-04-05,2943.02001953125,2968.3798828125,2943.02001953125,2968.3798828125,2968.3798828125,0
2010-04-06,2968.3798828125,2979.3798828125,2963.550048828125,2975.510009765625,2975.510009765625,0
2010-04-07,2975.510009765625,2996.27001953125,2975.510009765625,2988.10009765625,2988.10009765625,0
2010-04-08,2988.10009765625,2988.10009765625,2954.06005859375,2963.18994140625,2963.18994140625,0
2010-04-09,2963.18994140625,2974.02001953125,2961.93994140625,2971.969970703125,2971.969970703125,0
2010-04-12,2971.969970703125,2986.489990234375,2964.0,2977.169921875,2977.169921875,0
2010-04-13,2977.169921875,2977.169921875,2953.81005859375,2971.60009765625,2971.60009765625,0
2010-04-14,2971.60009765625,3022.639892578125,2971.60009765625,3019.739990234375,3019.739990234375,0
2010-04-15,3019.739990234375,3037.969970703125,3016.070068359375,3016.93994140625,3016.93994140625,0
2010-04-16,3016.93994140625,3022.77001953125,2997.7099609375,3007.18994140625,3007.18994140625,0
2010-04-19,3007.18994140625,3007.18994140625,2943.5,2960.929931640625,2960.929931640625,0
2010-04-20,2960.929931640625,2983.199951171875,2960.929931640625,2981.3701171875,2981.3701171875,0
2010-04-21,2981.3701171875,2996.419921875,2967.64990234375,2967.64990234375,2967.64990234375,0
2010-04-22,2967.64990234375,2983.780029296875,2951.1298828125,2980.68994140625,2980.68994140625,0
2010-04-23,2980.68994140625,2988.489990234375,2968.469970703125,2988.489990234375,2988.489990234375,0
2010-04-26,2988.489990234375,3007.199951171875,2988.489990234375,3002.6201171875,3002.6201171875,0
2010-04-27,3002.6201171875,3002.6201171875,2979.6201171875,2991.679931640625,2991.679931640625,0
2010-04-28,2991.679931640625,2991.679931640625,2932.0400390625,2932.0400390625,2932.0400390625,0
2010-04-29,2932.0400390625,2967.340087890625,2932.0400390625,2959.010009765625,2959.010009765625,0
2010-04-30,2959.010009765625,2984.429931640625,2959.010009765625,2974.610107421875,2974.610107421875,0
2010-05-03,2974.610107421875,2974.610107421875,2942.27001953125,2944.219970703125,2944.219970703125,0
2010-05-04,2944.219970703125,2959.699951171875,2901.179931640625,2901.179931640625,2901.179931640625,0
2010-05-05,2901.179931640625,2901.179931640625,2856.39990234375,2860.31005859375,2860.31005859375,0
2010-05-06,2860.31005859375,2860.31005859375,2812.64990234375,2839.64990234375,2839.64990234375,0
2010-05-07,2839.64990234375,2839.64990234375,2775.199951171875,2821.110107421875,2821.110107421875,0
2010-05-10,2821.110107421875,2888.2099609375,2819.610107421875,2880.47998046875,2880.47998046875,0
2010-05-11,2880.47998046875,2899.18994140625,2847.070068359375,2857.669921875,2857.669921875,0
2010-05-12,2857.669921875,2882.739990234375,2848.1298828125,2880.330078125,2880.330078125,0
2010-05-13,2880.330078125,2897.68994140625,2865.89990234375,2867.919921875,2867.919921875,0
2010-05-14,2867.919921875,2876.070068359375,2850.31005859375,2855.2099609375,2855.2099609375,0
2010-05-17,2855.2099609375,2855.2099609375,2812.75,2833.68994140625,2833.68994140625,0
2010-05-18,2833.68994140625,2847.31005859375,2823.199951171875,2844.35009765625,2844.35009765625,0
2010-05-19,2844.35009765625,2844.35009765625,2774.5400390625,2774.5400390625,2774.5400390625,0
2010-05-20,2774.5400390625,2788.219970703125,2735.77001953125,2753.510009765625,2753.510009765625,0
2010-05-21,2753.510009765625,2753.510009765625,2676.5,2701.199951171875,2701.199951171875,0
2010-05-24,2701.199951171875,2748.080078125,2701.199951171875,2723.8701171875,2723.8701171875,0
2010-05-25,2723.8701171875,2723.8701171875,2648.14990234375,2650.610107421875,2650.610107421875,0
2010-05-26,2650.610107421875,2718.9599609375,2650.610107421875,2696.02001953125,2696.02001953125,0
2010-05-27,2696.02001953125,2747.669921875,2681.1201171875,2739.699951171875,2739.699951171875,0
2010-05-31,2739.699951171875,2769.389892578125,2739.699951171875,2752.60009765625,2752.60009765625,0
2010-06-01,2752.60009765625,2752.60009765625,2712.6298828125,2715.43994140625,2715.43994140625,0
2010-06-02,2715.43994140625,2741.419921875,2710.800048828125,2727.570068359375,2727.570068359375,0
2010-06-03,2727.570068359375,2793.590087890625,2727.570068359375,2793.469970703125,2793.469970703125,0
2010-06-04,2793.469970703125,2821.830078125,2778.5,2806.510009765625,2806.510009765625,0
2010-06-07,2736.669921875,2765.06005859375,2726.800048828125,2751.8798828125,2751.8798828125,0
2010-06-08,2751.8798828125,2772.64990234375,2746.610107421875,2746.610107421875,2746.610107421875,0
2010-06-09,2746.610107421875,2766.300048828125,2740.68994140625,2745.800048828125,2745.800048828125,0
2010-06-10,2745.800048828125,2779.580078125,2745.800048828125,2779.580078125,2779.580078125,0
2010-06-11,2779.580078125,2806.31005859375,2779.580078125,2796.2900390625,2796.2900390625,0
2010-06-14,2804.2900390625,2819.10009765625,2801.18994140625,2818.070068359375,2818.070068359375,0
2010-06-15,2818.070068359375,2826.47998046875,2808.52001953125,2818.2099609375,2818.2099609375,0
2010-06-16,2818.2099609375,2857.860107421875,2818.2099609375,2846.93994140625,2846.93994140625,0
2010-06-17,2846.93994140625,2856.1201171875,2833.85009765625,2843.949951171875,2843.949951171875,0
2010-06-18,2843.949951171875,2854.989990234375,2833.39990234375,2833.39990234375,2833.39990234375,0
2010-06-21,2862.77001953125,2890.090087890625,2860.760009765625,2885.639892578125,2885.639892578125,0
2010-06-22,2885.639892578125,2888.06005859375,2869.570068359375,2872.300048828125,2872.300048828125,0
2010-06-23,2872.300048828125,2872.300048828125,2849.2900390625,2871.050048828125,2871.050048828125,0
2010-06-24,2871.050048828125,2876.39990234375,2841.72998046875,2847.610107421875,2847.610107421875,0
2010-06-25,2847.610107421875,2859.2900390625,2831.64990234375,2851.639892578125,2851.639892578125,0
2010-06-28,2854.72998046875,2873.179931640625,2850.75,2869.989990234375,2869.989990234375,0
2010-06-29,2869.989990234375,2882.7900390625,2818.080078125,2830.340087890625,2830.340087890625,0
2010-06-30,2830.340087890625,2835.510009765625,2770.1201171875,2835.510009765625,2835.510009765625,0
2010-07-01,2835.510009765625,2835.510009765625,2814.43994140625,2820.35009765625,2820.35009765625,0
2010-07-02,2820.35009765625,2853.949951171875,2819.739990234375,2844.18994140625,2844.18994140625,0
2010-07-05,2855.070068359375,2862.580078125,2836.31005859375,2844.02001953125,2844.02001953125,0
2010-07-06,2844.02001953125,2873.0,2827.2099609375,2868.02001953125,2868.02001953125,0
2010-07-07,2868.02001953125,2875.909912109375,2853.199951171875,2861.030029296875,2861.030029296875,0
2010-07-08,2861.030029296875,2898.60009765625,2861.030029296875,2897.14990234375,2897.14990234375,0
2010-07-09,2897.14990234375,2919.280029296875,2895.639892578125,2917.169921875,2917.169921875,0
2010-07-12,2923.22998046875,2934.7900390625,2914.659912109375,2925.320068359375,2925.320068359375,0
2010-07-13,2925.320068359375,2938.889892578125,2918.860107421875,2928.699951171875,2928.699951171875,0
2010-07-14,2928.699951171875,2954.93994140625,2928.699951171875,2952.81005859375,2952.81005859375,0
2010-07-15,2952.81005859375,2955.6201171875,2935.1298828125,2943.550048828125,2943.550048828125,0
2010-07-16,2943.550048828125,2958.5400390625,2939.449951171875,2957.719970703125,2957.719970703125,0
2010-07-19,2936.739990234375,2957.39990234375,2932.1201171875,2945.419921875,2945.419921875,0
2010-07-20,2945.419921875,2955.1201171875,2942.8798828125,2948.610107421875,2948.610107421875,0
2010-07-21,2948.610107421875,2958.610107421875,2926.090087890625,2926.090087890625,2926.090087890625,0
2010-07-22,2926.090087890625,2955.669921875,2926.090087890625,2955.669921875,2955.669921875,0
2010-07-23,2955.669921875,2979.449951171875,2955.669921875,2973.469970703125,2973.469970703125,0
2010-07-26,2976.659912109375,2980.47998046875,2962.889892578125,2966.989990234375,2966.989990234375,0
2010-07-27,2966.989990234375,2991.489990234375,2966.989990234375,2979.3798828125,2979.3798828125,0
2010-07-28,2979.3798828125,2996.570068359375,2973.1201171875,2985.3798828125,2985.3798828125,0
2010-07-29,2985.3798828125,2997.64990234375,2980.699951171875,2997.64990234375,2997.64990234375,0
2010-07-30,2997.64990234375,3018.260009765625,2979.7900390625,2987.699951171875,2987.699951171875,0
2010-08-03,3025.0400390625,3043.280029296875,3003.669921875,3014.77001953125,3014.77001953125,0
2010-08-04,3014.77001953125,3014.77001953125,2997.22998046875,3001.8701171875,3001.8701171875,0
2010-08-05,3001.8701171875,3016.010009765625,3000.7099609375,3006.760009765625,3006.760009765625,0
2010-08-06,3006.760009765625,3006.760009765625,2978.75,2995.06005859375,2995.06005859375,0
2010-08-10,2995.06005859375,3002.6298828125,2981.6298828125,2984.2900390625,2984.2900390625,0
2010-08-11,2984.2900390625,2984.2900390625,2944.610107421875,2949.260009765625,2949.260009765625,0
2010-08-12,2949.260009765625,2949.260009765625,2916.5400390625,2927.0400390625,2927.0400390625,0
2010-08-13,2927.0400390625,2948.89990234375,2927.0400390625,2939.969970703125,2939.969970703125,0
2010-08-16,2921.219970703125,2944.3798828125,2915.7099609375,2933.510009765625,2933.510009765625,0
2010-08-17,2933.510009765625,2938.77001953125,2923.360107421875,2923.360107421875,2923.360107421875,0
2010-08-18,2923.360107421875,2941.159912109375,2919.3701171875,2919.3701171875,2919.3701171875,0
2010-08-19,2919.3701171875,2952.389892578125,2919.3701171875,2946.77001953125,2946.77001953125,0
2010-08-20,2946.77001953125,2946.77001953125,2925.989990234375,2936.47998046875,2936.47998046875,0
2010-08-23,2934.5400390625,2937.75,2916.56005859375,2925.989990234375,2925.989990234375,0
2010-08-24,2925.989990234375,2947.639892578125,2919.0400390625,2922.85009765625,2922.85009765625,0
2010-08-25,2922.85009765625,2929.5400390625,2910.2099609375,2926.550048828125,2926.550048828125,0
2010-08-26,2926.550048828125,2935.14990234375,2922.570068359375,2925.8701171875,2925.8701171875,0
2010-08-27,2925.8701171875,2948.81005859375,2924.590087890625,2938.739990234375,2938.739990234375,0
2010-08-30,2949.639892578125,2965.409912109375,2948.64990234375,2957.06005859375,2957.06005859375,0
2010-08-31,2957.06005859375,2957.06005859375,2921.449951171875,2950.330078125,2950.330078125,0
2010-09-01,2950.330078125,2982.830078125,2950.330078125,2982.830078125,2982.830078125,0
2010-09-02,2982.830078125,3013.2099609375,2982.830078125,2986.659912109375,2986.659912109375,0
2010-09-03,2986.659912109375,3002.56005859375,2977.1201171875,3002.56005859375,3002.56005859375,0
2010-09-06,3011.030029296875,3034.580078125,3006.969970703125,3034.580078125,3034.580078125,0
2010-09-07,3034.580078125,3036.090087890625,3018.85009765625,3036.090087890625,3036.090087890625,0
2010-09-08,3036.090087890625,3036.090087890625,3002.64990234375,3011.419921875,3011.419921875,0
2010-09-09,3011.419921875,3026.5,3009.679931640625,3022.280029296875,3022.280029296875,0
2010-09-13,3022.280029296875,3068.5400390625,3022.280029296875,3066.81005859375,3066.81005859375,0
2010-09-14,3066.81005859375,3067.469970703125,3046.010009765625,3048.64990234375,3048.64990234375,0
2010-09-15,3048.64990234375,3071.030029296875,3044.8798828125,3071.030029296875,3071.030029296875,0
2010-09-16,3071.030029296875,3086.280029296875,3056.639892578125,3067.110107421875,3067.110107421875,0
2010-09-17,3067.110107421875,3083.5400390625,3067.110107421875,3076.3701171875,3076.3701171875,0
2010-09-20,3075.489990234375,3085.68994140625,3073.5400390625,3080.97998046875,3080.97998046875,0
2010-09-21,3080.97998046875,3106.139892578125,3080.97998046875,3095.389892578125,3095.389892578125,0
2010-09-22,3095.389892578125,3116.239990234375,3084.889892578125,3096.10009765625,3096.10009765625,0
2010-09-23,3096.10009765625,3102.760009765625,3079.6201171875,3083.1298828125,3083.1298828125,0
2010-09-24,3083.1298828125,3092.679931640625,3069.14990234375,3092.679931640625,3092.679931640625,0
2010-09-27,3112.429931640625,3125.3798828125,3112.219970703125,3113.4599609375,3113.4599609375,0
2010-09-28,3113.4599609375,3125.719970703125,3091.550048828125,3097.35009765625,3097.35009765625,0
2010-09-29,3097.35009765625,3117.409912109375,3097.35009765625,3106.030029296875,3106.030029296875,0
2010-09-30,3106.030029296875,3106.030029296875,3090.070068359375,3097.6298828125,3097.6298828125,0
2010-10-01,3097.6298828125,3132.030029296875,3097.6298828125,3130.89990234375,3130.89990234375,0
2010-10-04,3138.989990234375,3169.820068359375,3138.989990234375,3168.989990234375,3168.989990234375,0
2010-10-05,3147.719970703125,3162.360107421875,3136.3701171875,3162.360107421875,3162.360107421875,0
2010-10-06,3162.360107421875,3197.340087890625,3162.360107421875,3190.070068359375,3190.070068359375,0
2010-10-07,3190.070068359375,3190.070068359375,3154.25,3166.64990234375,3166.64990234375,0
2010-10-08,3166.64990234375,3172.81005859375,3142.989990234375,3153.340087890625,3153.340087890625,0
2010-10-11,3153.340087890625,3173.31005859375,3153.340087890625,3163.409912109375,3163.409912109375,0
2010-10-12,3163.409912109375,3166.25,3146.489990234375,3149.360107421875,3149.360107421875,0
2010-10-13,3149.360107421875,3202.159912109375,3149.360107421875,3202.159912109375,3202.159912109375,0
2010-10-14,3202.159912109375,3220.510009765625,3195.02001953125,3195.02001953125,3195.02001953125,0
2010-10-15,3195.02001953125,3220.7099609375,3191.590087890625,3204.27001953125,3204.27001953125,0
2010-10-18,3204.27001953125,3217.25,3179.02001953125,3181.27001953125,3181.27001953125,0
2010-10-19,3181.27001953125,3197.25,3180.1201171875,3192.2900390625,3192.2900390625,0
2010-10-20,3192.2900390625,3192.2900390625,3158.030029296875,3179.14990234375,3179.14990234375,0
2010-10-21,3179.14990234375,3193.840087890625,3148.2900390625,3163.530029296875,3163.530029296875,0
2010-10-22,3163.530029296875,3173.570068359375,3154.580078125,3173.570068359375,3173.570068359375,0
2010-10-25,3173.570068359375,3198.739990234375,3173.570068359375,3182.080078125,3182.080078125,0
2010-10-26,3182.080078125,3187.330078125,3162.510009765625,3162.510009765625,3162.510009765625,0
2010-10-27,3162.510009765625,3180.9599609375,3119.320068359375,3124.3798828125,3124.3798828125,0
2010-10-28,3124.3798828125,3139.8701171875,3124.3798828125,3129.5,3129.5,0
2010-10-29,3129.5,3147.300048828125,3119.139892578125,3142.6201171875,3142.6201171875,0
2010-11-01,3142.6201171875,3196.0400390625,3142.6201171875,3192.179931640625,3192.179931640625,0
2010-11-02,3192.179931640625,3212.68994140625,3192.179931640625,3205.280029296875,3205.280029296875,0
2010-11-03,3205.280029296875,3233.030029296875,3205.280029296875,3224.969970703125,3224.969970703125,0
2010-11-04,3224.969970703125,3244.320068359375,3220.02001953125,3240.31005859375,3240.31005859375,0
2010-11-08,3240.31005859375,3300.39990234375,3240.31005859375,3300.39990234375,3300.39990234375,0
2010-11-09,3300.39990234375,3313.610107421875,3289.0400390625,3313.610107421875,3313.610107421875,0
2010-11-10,3313.610107421875,3313.610107421875,3286.780029296875,3289.239990234375,3289.239990234375,0
2010-11-11,3289.239990234375,3312.659912109375,3285.2900390625,3293.389892578125,3293.389892578125,0
2010-11-12,3293.389892578125,3293.389892578125,3249.580078125,3252.0,3252.0,0
2010-11-15,3252.0,3255.090087890625,3230.60009765625,3236.800048828125,3236.800048828125,0
2010-11-16,3236.800048828125,3244.85009765625,3207.10009765625,3212.10009765625,3212.10009765625,0
2010-11-18,3212.10009765625,3215.219970703125,3193.550048828125,3215.219970703125,3215.219970703125,0
2010-11-19,3215.219970703125,3230.0400390625,3192.159912109375,3197.3701171875,3197.3701171875,0
2010-11-22,3197.3701171875,3200.260009765625,3183.0400390625,3190.919921875,3190.919921875,0
2010-11-23,3190.919921875,3190.919921875,3126.300048828125,3126.300048828125,3126.300048828125,0
2010-11-24,3126.300048828125,3157.330078125,3118.6201171875,3137.010009765625,3137.010009765625,0
2010-11-25,3137.010009765625,3167.030029296875,3137.010009765625,3159.22998046875,3159.22998046875,0
2010-11-26,3159.22998046875,3164.830078125,3147.10009765625,3158.080078125,3158.080078125,0
2010-11-29,3158.080078125,3169.550048828125,3146.22998046875,3158.2099609375,3158.2099609375,0
2010-11-30,3158.2099609375,3165.409912109375,3134.429931640625,3144.699951171875,3144.699951171875,0
2010-12-01,3144.699951171875,3182.639892578125,3126.8701171875,3181.93994140625,3181.93994140625,0
2010-12-02,3181.93994140625,3213.10009765625,3181.93994140625,3197.9599609375,3197.9599609375,0
2010-12-03,3197.9599609375,3216.7099609375,3172.43994140625,3172.43994140625,3172.43994140625,0
2010-12-06,3172.43994140625,3203.550048828125,3172.43994140625,3181.409912109375,3181.409912109375,0
2010-12-07,3181.409912109375,3196.429931640625,3164.39990234375,3191.8798828125,3191.8798828125,0
2010-12-08,3191.8798828125,3203.25,3186.340087890625,3202.800048828125,3202.800048828125,0
2010-12-09,3202.800048828125,3218.760009765625,3202.800048828125,3210.199951171875,3210.199951171875,0
2010-12-10,3210.199951171875,3210.199951171875,3181.02001953125,3185.419921875,3185.419921875,0
2010-12-13,3185.419921875,3191.81005859375,3181.25,3182.320068359375,3182.320068359375,0
2010-12-14,3182.320068359375,3189.64990234375,3171.9599609375,3176.909912109375,3176.909912109375,0
2010-12-15,3176.909912109375,3179.2099609375,3145.169921875,3147.199951171875,3147.199951171875,0
2010-12-16,3147.199951171875,3157.5400390625,3137.75,3147.669921875,3147.669921875,0
2010-12-17,3147.669921875,3167.93994140625,3144.139892578125,3153.010009765625,3153.010009765625,0
2010-12-20,3153.010009765625,3163.050048828125,3121.070068359375,3132.9599609375,3132.9599609375,0
2010-12-21,3132.9599609375,3152.510009765625,3125.0400390625,3139.85009765625,3139.85009765625,0
2010-12-22,3139.85009765625,3158.239990234375,3139.85009765625,3144.31005859375,3144.31005859375,0
2010-12-23,3144.31005859375,3160.919921875,3137.780029296875,3137.780029296875,3137.780029296875,0
2010-12-24,3137.780029296875,3148.419921875,3137.780029296875,3143.800048828125,3143.800048828125,0
2010-12-27,3143.800048828125,3174.47998046875,3143.800048828125,3159.360107421875,3159.360107421875,0
2010-12-28,3159.360107421875,3183.699951171875,3159.360107421875,3183.699951171875,3183.699951171875,0
2010-12-29,3183.699951171875,3212.89990234375,3183.699951171875,3207.909912109375,3207.909912109375,0
2010-12-30,3207.909912109375,3219.669921875,3206.340087890625,3212.4599609375,3212.4599609375,0
2010-12-31,3212.4599609375,3220.889892578125,3190.0400390625,3190.0400390625,3190.0400390625,0
2011-01-03,3190.0400390625,3239.030029296875,3190.0400390625,3235.77001953125,3235.77001953125,0
2011-01-04,3235.77001953125,3260.080078125,3235.77001953125,3250.2900390625,3250.2900390625,0
2011-01-05,3250.2900390625,3263.050048828125,3242.97998046875,3254.25,3254.25,0
2011-01-06,3254.25,3280.429931640625,3254.25,3279.699951171875,3279.699951171875,0
2011-01-07,3279.699951171875,3280.77001953125,3253.139892578125,3261.35009765625,3261.35009765625,0
2011-01-10,3261.35009765625,3270.2099609375,3229.27001953125,3229.27001953125,3229.27001953125,0
2011-01-11,3229.27001953125,3248.969970703125,3223.429931640625,3241.489990234375,3241.489990234375,0
2011-01-12,3241.489990234375,3249.949951171875,3232.840087890625,3244.93994140625,3244.93994140625,0
2011-01-13,3244.93994140625,3258.06005859375,3240.800048828125,3255.8701171875,3255.8701171875,0
2011-01-14,3255.8701171875,3255.8701171875,3224.6201171875,3245.9599609375,3245.9599609375,0
2011-01-17,3245.9599609375,3259.43994140625,3235.280029296875,3238.6298828125,3238.6298828125,0
2011-01-18,3238.6298828125,3250.429931640625,3236.169921875,3249.580078125,3249.580078125,0
2011-01-19,3249.580078125,3257.139892578125,3241.9599609375,3241.9599609375,3241.9599609375,0
2011-01-20,3241.9599609375,3241.9599609375,3199.610107421875,3205.47998046875,3205.47998046875,0
2011-01-21,3205.47998046875,3213.419921875,3179.139892578125,3184.60009765625,3184.60009765625,0
2011-01-24,3184.60009765625,3212.97998046875,3184.60009765625,3185.760009765625,3185.760009765625,0
2011-01-25,3185.760009765625,3207.659912109375,3179.090087890625,3181.14990234375,3181.14990234375,0
2011-01-26,3181.14990234375,3223.989990234375,3181.14990234375,3220.780029296875,3220.780029296875,0
2011-01-27,3220.780029296875,3236.929931640625,3208.159912109375,3219.830078125,3219.830078125,0
2011-01-28,3219.830078125,3229.68994140625,3211.989990234375,3229.68994140625,3229.68994140625,0
2011-01-31,3229.68994140625,3229.68994140625,3177.780029296875,3179.719970703125,3179.719970703125,0
2011-02-01,3179.719970703125,3198.1201171875,3179.719970703125,3184.739990234375,3184.739990234375,0
2011-02-02,3184.739990234375,3213.830078125,3184.739990234375,3211.1201171875,3211.1201171875,0
2011-02-07,3211.1201171875,3232.989990234375,3190.2099609375,3192.179931640625,3192.179931640625,0
2011-02-08,3192.179931640625,3198.43994140625,3179.93994140625,3185.360107421875,3185.360107421875,0
2011-02-09,3185.360107421875,3185.360107421875,3135.43994140625,3150.56005859375,3150.56005859375,0
2011-02-10,3150.56005859375,3150.56005859375,3096.699951171875,3103.389892578125,3103.389892578125,0
2011-02-11,3103.389892578125,3103.389892578125,3054.340087890625,3077.27001953125,3077.27001953125,0
2011-02-14,3077.27001953125,3116.659912109375,3077.27001953125,3104.419921875,3104.419921875,0
2011-02-15,3104.419921875,3111.72998046875,3063.760009765625,3080.659912109375,3080.659912109375,0
2011-02-16,3080.659912109375,3098.659912109375,3064.340087890625,3094.719970703125,3094.719970703125,0
2011-02-17,3094.719970703125,3098.260009765625,3077.469970703125,3082.830078125,3082.830078125,0
2011-02-18,3082.830078125,3111.93994140625,3082.830078125,3086.919921875,3086.919921875,0
2011-02-22,3070.60009765625,3070.60009765625,3017.010009765625,3019.1201171875,3019.1201171875,0
2011-02-23,3019.1201171875,3019.1201171875,2988.52001953125,3001.85009765625,3001.85009765625,0
2011-02-24,3001.85009765625,3006.580078125,2965.239990234375,2973.080078125,2973.080078125,0
2011-02-25,2973.080078125,3025.159912109375,2971.800048828125,3025.159912109375,3025.159912109375,0
2011-02-28,3025.159912109375,3025.570068359375,2988.10009765625,3010.510009765625,3010.510009765625,0
