Date,Open,High,Low,Close,Adj Close,Volume,Signal
2015-09-03,2878.93994140625,2908.580078125,2878.469970703125,2906.429931640625,2906.429931640625,130165600,0
2015-09-04,2888.889892578125,2893.1201171875,2859.320068359375,2863.81005859375,2863.81005859375,248801500,0
2015-09-07,2842.280029296875,2865.530029296875,2832.64990234375,2852.409912109375,2852.409912109375,188827500,0
2015-09-08,2859.93994140625,2892.179931640625,2829.199951171875,2885.320068359375,2885.320068359375,254863800,0
2015-09-09,2901.070068359375,2931.64990234375,2890.840087890625,2928.179931640625,2928.179931640625,278849300,0
2015-09-10,2885.800048828125,2898.14990234375,2868.14990234375,2888.030029296875,2888.030029296875,194180600,0
2015-09-14,2887.409912109375,2889.10009765625,2871.199951171875,2871.469970703125,2871.469970703125,223378900,0
2015-09-15,2854.719970703125,2857.139892578125,2837.590087890625,2841.93994140625,2841.93994140625,434647900,0
2015-09-16,2862.06005859375,2886.85009765625,2855.780029296875,2868.739990234375,2868.739990234375,309553700,0
2015-09-17,2877.590087890625,2903.580078125,2877.22998046875,2895.81005859375,2895.81005859375,286434400,0
2015-09-18,2893.2099609375,2919.77001953125,2879.590087890625,2879.590087890625,2879.590087890625,487388400,0
2015-09-21,2855.0400390625,2886.389892578125,2854.669921875,2882.27001953125,2882.27001953125,0,0
2015-09-22,2890.110107421875,2904.97998046875,2862.719970703125,2868.469970703125,2868.469970703125,0,0
2015-09-23,2859.580078125,2860.10009765625,2827.18994140625,2845.739990234375,2845.739990234375,0,0
2015-09-25,2829.679931640625,2841.889892578125,2816.760009765625,2832.639892578125,2832.639892578125,0,1
2015-09-28,2823.090087890625,2829.639892578125,2780.739990234375,2791.919921875,2791.919921875,0,0
2015-09-29,2762.639892578125,2790.60009765625,2740.360107421875,2787.93994140625,2787.93994140625,0,0
2015-09-30,2778.590087890625,2799.800048828125,2772.260009765625,2790.889892578125,2790.889892578125,0,0
2015-10-01,2795.39990234375,2820.35009765625,2792.840087890625,2801.85009765625,2801.85009765625,0,-1
2015-10-02,2796.360107421875,2797.31005859375,2765.43994140625,2793.14990234375,2793.14990234375,0,0
2015-10-05,2826.070068359375,2851.25,2822.280029296875,2851.25,2851.25,0,0
2015-10-06,2882.5,2899.06005859375,2876.1201171875,2897.409912109375,2897.409912109375,0,0
2015-10-07,2897.06005859375,2968.06005859375,2882.85009765625,2961.81005859375,2961.81005859375,0,0
2015-10-08,2978.030029296875,2983.6201171875,2938.8798828125,2947.030029296875,2947.030029296875,0,0
2015-10-09,2968.169921875,3011.6298828125,2963.0,2998.5,2998.5,0,0
2015-10-12,2991.590087890625,3035.669921875,2979.6298828125,3032.110107421875,3032.110107421875,0,0
2015-10-13,3021.860107421875,3031.139892578125,2984.780029296875,2984.8798828125,2984.8798828125,0,0
2015-10-14,2981.239990234375,3004.080078125,2960.860107421875,2983.919921875,2983.919921875,0,0
2015-10-15,2996.14990234375,3017.39990234375,2994.75,3015.139892578125,3015.139892578125,0,0
2015-10-16,3032.85009765625,3047.10009765625,3021.47998046875,3030.610107421875,3030.610107421875,0,0
2015-10-19,3023.530029296875,3032.25,3013.64990234375,3024.5,3024.5,0,0
2015-10-20,3024.820068359375,3032.919921875,3012.60009765625,3019.030029296875,3019.030029296875,0,0
2015-10-21,3034.699951171875,3038.830078125,3016.760009765625,3025.699951171875,3025.699951171875,0,0
2015-10-22,3026.39990234375,3046.39990234375,3025.8701171875,3038.110107421875,3038.110107421875,0,0
2015-10-23,3070.93994140625,3074.9599609375,3061.64990234375,3068.4599609375,3068.4599609375,0,0
2015-10-26,3092.31005859375,3104.719970703125,3081.909912109375,3083.070068359375,3083.070068359375,0,0
2015-10-27,3074.199951171875,3082.280029296875,3049.550048828125,3052.530029296875,3052.530029296875,0,0
2015-10-28,3043.449951171875,3055.81005859375,3035.760009765625,3040.510009765625,3040.510009765625,0,0
2015-10-29,3050.60009765625,3059.570068359375,2997.64990234375,3001.510009765625,3001.510009765625,0,0
2015-10-30,2975.739990234375,3007.530029296875,2975.739990234375,2998.35009765625,2998.35009765625,0,0
2015-11-02,2976.719970703125,2981.1201171875,2948.419921875,2974.409912109375,2974.409912109375,0,0
2015-11-03,3001.719970703125,3019.639892578125,2999.56005859375,2999.56005859375,2999.56005859375,0,0
2015-11-04,3010.85009765625,3041.780029296875,3008.89990234375,3040.47998046875,3040.47998046875,0,0
2015-11-05,3029.43994140625,3043.85009765625,3017.8701171875,3023.64990234375,3023.64990234375,0,0
2015-11-06,3022.52001953125,3025.760009765625,3006.510009765625,3010.469970703125,3010.469970703125,0,0
2015-11-09,3014.800048828125,3022.260009765625,2989.22998046875,2997.719970703125,2997.719970703125,0,0
2015-11-11,2999.320068359375,3011.97998046875,2980.820068359375,2981.590087890625,2981.590087890625,0,0
2015-11-12,2973.330078125,2983.139892578125,2955.35009765625,2959.010009765625,2959.010009765625,0,0
2015-11-13,2938.68994140625,2948.7099609375,2919.10009765625,2925.679931640625,2925.679931640625,0,0
2015-11-16,2902.909912109375,2923.93994140625,2885.60009765625,2915.72998046875,2915.72998046875,0,0
2015-11-17,2934.3798828125,2940.860107421875,2910.169921875,2916.780029296875,2916.780029296875,0,0
2015-11-18,2905.5,2909.449951171875,2884.030029296875,2886.080078125,2886.080078125,0,0
2015-11-19,2907.1298828125,2932.780029296875,2906.820068359375,2919.830078125,2919.830078125,0,0
2015-11-20,2915.0,2919.02001953125,2892.31005859375,2917.909912109375,2917.909912109375,0,0
2015-11-23,2924.10009765625,2925.159912109375,2903.489990234375,2903.489990234375,2903.489990234375,0,0
2015-11-24,2902.7099609375,2939.409912109375,2898.820068359375,2923.489990234375,2923.489990234375,0,0
2015-11-25,2926.56005859375,2928.419921875,2886.889892578125,2891.580078125,2891.580078125,0,0
2015-11-26,2903.320068359375,2903.85009765625,2880.72998046875,2884.68994140625,2884.68994140625,0,1
2015-11-27,2875.010009765625,2875.989990234375,2843.949951171875,2859.1201171875,2859.1201171875,0,0
2015-11-30,2871.050048828125,2877.530029296875,2855.93994140625,2855.93994140625,2855.93994140625,0,0
2015-12-01,2862.7900390625,2881.8701171875,2858.10009765625,2870.260009765625,2870.260009765625,0,0
2015-12-02,2885.97998046875,2902.800048828125,2880.860107421875,2883.639892578125,2883.639892578125,0,-1
2015-12-03,2864.360107421875,2890.030029296875,2857.489990234375,2883.889892578125,2883.889892578125,0,1
2015-12-04,2863.320068359375,2879.050048828125,2856.510009765625,2879.050048828125,2879.050048828125,0,0
2015-12-07,2896.8701171875,2911.43994140625,2895.77001953125,2900.919921875,2900.919921875,0,-1
2015-12-08,2885.389892578125,2886.3701171875,2865.639892578125,2876.030029296875,2876.030029296875,0,0
2015-12-09,2870.639892578125,2874.199951171875,2860.02001953125,2861.18994140625,2861.18994140625,0,0
2015-12-10,2858.820068359375,2862.10009765625,2841.739990234375,2848.4599609375,2848.4599609375,0,1
2015-12-11,2850.7099609375,2856.949951171875,2833.929931640625,2834.6298828125,2834.6298828125,0,0
2015-12-14,2819.780029296875,2821.669921875,2793.389892578125,2815.0400390625,2815.0400390625,0,0
2015-12-15,2808.6298828125,2833.919921875,2800.7099609375,2815.52001953125,2815.52001953125,0,0
2015-12-16,2833.14990234375,2846.43994140625,2823.639892578125,2840.919921875,2840.919921875,0,0
2015-12-17,2843.699951171875,2868.8701171875,2833.570068359375,2861.179931640625,2861.179931640625,0,0
2015-12-18,2832.43994140625,2857.389892578125,2831.10009765625,2852.840087890625,2852.840087890625,0,0
2015-12-21,2830.919921875,2850.179931640625,2827.75,2845.550048828125,2845.550048828125,0,0
2015-12-22,2852.18994140625,2857.1201171875,2846.419921875,2852.969970703125,2852.969970703125,0,0
2015-12-23,2859.139892578125,2872.0,2858.659912109375,2863.64990234375,2863.64990234375,0,0
2015-12-24,2872.330078125,2885.300048828125,2870.02001953125,2877.6201171875,2877.6201171875,0,0
2015-12-28,2883.800048828125,2889.139892578125,2869.68994140625,2875.320068359375,2875.320068359375,0,-1
2015-12-29,2880.909912109375,2890.85009765625,2877.219970703125,2888.219970703125,2888.219970703125,0,1
2015-12-30,2894.31005859375,2897.469970703125,2868.81005859375,2885.510009765625,2885.510009765625,0,0
2015-12-31,2893.18994140625,2893.320068359375,2879.25,2882.72998046875,2882.72998046875,0,0
2016-01-04,2889.22998046875,2890.2099609375,2824.93994140625,2835.969970703125,2835.969970703125,0,0
2016-01-05,2836.800048828125,2846.27001953125,2820.419921875,2834.22998046875,2834.22998046875,0,0
2016-01-06,2838.56005859375,2844.06005859375,2800.780029296875,2804.27001953125,2804.27001953125,0,0
2016-01-07,2797.179931640625,2797.590087890625,2726.919921875,2729.909912109375,2729.909912109375,0,0
2016-01-08,2710.330078125,2760.889892578125,2697.93994140625,2751.22998046875,2751.22998046875,0,0
2016-01-11,2725.10009765625,2726.56005859375,2690.260009765625,2708.85009765625,2708.85009765625,0,0
2016-01-12,2709.570068359375,2721.469970703125,2687.909912109375,2691.780029296875,2691.780029296875,0,0
2016-01-13,2712.68994140625,2717.360107421875,2670.39990234375,2696.5,2696.5,0,0
2016-01-14,2655.050048828125,2663.510009765625,2642.010009765625,2644.570068359375,2644.570068359375,0,0
2016-01-15,2656.8701171875,2663.340087890625,2626.81005859375,2630.760009765625,2630.760009765625,0,0
2016-01-18,2593.60009765625,2604.39990234375,2578.090087890625,2593.0,2593.0,0,0
2016-01-19,2585.989990234375,2638.469970703125,2582.31005859375,2638.469970703125,2638.469970703125,0,0
2016-01-20,2612.530029296875,2616.360107421875,2557.840087890625,2559.77001953125,2559.77001953125,0,0
2016-01-21,2581.110107421875,2601.56005859375,2529.010009765625,2532.699951171875,2532.699951171875,0,0
2016-01-22,2578.989990234375,2595.010009765625,2549.43994140625,2577.090087890625,2577.090087890625,0,0
2016-01-25,2601.840087890625,2622.330078125,2580.360107421875,2582.639892578125,2582.639892578125,0,0
2016-01-26,2565.81005859375,2576.760009765625,2539.739990234375,2545.610107421875,2545.610107421875,0,0
2016-01-27,2579.139892578125,2584.06005859375,2546.179931640625,2546.179931640625,2546.179931640625,0,0
2016-01-28,2541.570068359375,2563.820068359375,2540.7099609375,2562.449951171875,2562.449951171875,0,0
2016-01-29,2569.760009765625,2629.110107421875,2553.780029296875,2629.110107421875,2629.110107421875,0,0
2016-02-01,2637.050048828125,2644.679931640625,2597.06005859375,2602.409912109375,2602.409912109375,0,-1
2016-02-02,2587.22998046875,2602.360107421875,2578.27001953125,2579.22998046875,2579.22998046875,0,1
2016-02-03,2551.22998046875,2558.659912109375,2528.43994140625,2550.739990234375,2550.739990234375,0,0
2016-02-04,2561.909912109375,2579.179931640625,2554.080078125,2558.489990234375,2558.489990234375,0,0
2016-02-05,2569.080078125,2623.2099609375,2568.3798828125,2623.2099609375,2623.2099609375,0,0
2016-02-10,2559.639892578125,2582.8701171875,2538.7900390625,2582.10009765625,2582.10009765625,0,0
2016-02-11,2556.52001953125,2572.010009765625,2537.110107421875,2538.280029296875,2538.280029296875,0,0
2016-02-12,2536.550048828125,2555.530029296875,2531.7900390625,2539.949951171875,2539.949951171875,0,0
2016-02-15,2565.949951171875,2613.43994140625,2561.43994140625,2607.89990234375,2607.89990234375,0,0
2016-02-16,2602.830078125,2656.330078125,2585.530029296875,2644.580078125,2644.580078125,0,-1
2016-02-17,2652.550048828125,2654.909912109375,2607.14990234375,2613.7900390625,2613.7900390625,0,0
2016-02-18,2646.679931640625,2668.219970703125,2643.090087890625,2657.570068359375,2657.570068359375,0,0
2016-02-19,2660.6201171875,2661.43994140625,2642.840087890625,2656.8701171875,2656.8701171875,0,0
2016-02-22,2653.7900390625,2669.3798828125,2652.919921875,2660.64990234375,2660.64990234375,0,0
2016-02-23,2680.0400390625,2684.7900390625,2665.06005859375,2672.070068359375,2672.070068359375,0,0
2016-02-24,2654.64990234375,2661.580078125,2614.489990234375,2619.9599609375,2619.9599609375,0,0
2016-02-25,2639.97998046875,2642.860107421875,2588.830078125,2603.39990234375,2603.39990234375,0,0
2016-02-26,2626.6298828125,2653.739990234375,2618.360107421875,2649.3798828125,2649.3798828125,0,0
2016-02-29,2666.070068359375,2667.830078125,2638.75,2666.510009765625,2666.510009765625,0,0
2016-03-01,2666.7099609375,2682.389892578125,2654.97998046875,2682.389892578125,2682.389892578125,0,0
2016-03-02,2718.27001953125,2738.570068359375,2713.139892578125,2726.9599609375,2726.9599609375,0,0
2016-03-03,2735.419921875,2787.6201171875,2735.419921875,2787.6201171875,2787.6201171875,0,0
2016-03-04,2792.9599609375,2837.0,2791.820068359375,2837.0,2837.0,0,0
2016-03-07,2843.659912109375,2850.52001953125,2809.719970703125,2823.510009765625,2823.510009765625,0,0
2016-03-08,2821.989990234375,2826.75,2773.18994140625,2778.77001953125,2778.77001953125,0,0
2016-03-09,2783.639892578125,2813.639892578125,2770.260009765625,2810.429931640625,2810.429931640625,0,0
2016-03-10,2828.139892578125,2829.070068359375,2798.699951171875,2809.1201171875,2809.1201171875,0,0
2016-03-11,2807.93994140625,2830.469970703125,2789.6298828125,2828.860107421875,2828.860107421875,0,0
2016-03-14,2849.409912109375,2867.199951171875,2841.510009765625,2847.06005859375,2847.06005859375,0,0
2016-03-15,2851.919921875,2857.300048828125,2828.679931640625,2839.43994140625,2839.43994140625,0,0
2016-03-16,2845.090087890625,2854.8701171875,2833.080078125,2844.2099609375,2844.2099609375,0,0
2016-03-17,2872.1298828125,2884.39990234375,2865.81005859375,2880.169921875,2880.169921875,0,0
2016-03-18,2888.75,2906.800048828125,2886.35009765625,2906.800048828125,2906.800048828125,0,0
2016-03-21,2905.489990234375,2906.260009765625,2867.010009765625,2880.68994140625,2880.68994140625,0,0
2016-03-22,2884.840087890625,2901.340087890625,2868.949951171875,2880.64990234375,2880.64990234375,0,0
2016-03-23,2888.669921875,2895.969970703125,2874.14990234375,2881.97998046875,2881.97998046875,0,0
2016-03-24,2875.18994140625,2875.330078125,2840.239990234375,2847.389892578125,2847.389892578125,0,0
2016-03-28,2851.389892578125,2855.1201171875,2821.260009765625,2830.2900390625,2830.2900390625,0,0
2016-03-29,2836.419921875,2836.85009765625,2816.52001953125,2819.080078125,2819.080078125,0,0
2016-03-30,2839.659912109375,2874.260009765625,2836.929931640625,2872.780029296875,2872.780029296875,0,0
2016-03-31,2832.6298828125,2855.449951171875,2831.110107421875,2840.89990234375,2840.89990234375,0,0
2016-04-01,2820.659912109375,2834.6201171875,2807.8701171875,2818.489990234375,2818.489990234375,0,0
2016-04-04,2826.419921875,2846.090087890625,2817.510009765625,2835.35009765625,2835.35009765625,158708700,0
2016-04-05,2810.5400390625,2814.5,2783.72998046875,2800.919921875,2800.919921875,0,1
2016-04-06,2798.919921875,2817.419921875,2788.800048828125,2811.25,2811.25,0,0
2016-04-07,2817.800048828125,2835.320068359375,2809.56005859375,2813.590087890625,2813.590087890625,0,0
2016-04-08,2789.590087890625,2809.2099609375,2783.419921875,2808.320068359375,2808.320068359375,0,0
2016-04-11,2797.360107421875,2817.56005859375,2794.14990234375,2809.239990234375,2809.239990234375,0,0
2016-04-12,2810.72998046875,2815.889892578125,2802.64990234375,2814.64990234375,2814.64990234375,0,0
2016-04-13,2838.179931640625,2890.409912109375,2835.85009765625,2890.409912109375,2890.409912109375,0,0
2016-04-14,2910.1298828125,2924.239990234375,2909.0400390625,2913.929931640625,2913.929931640625,0,-1
2016-04-15,2917.35009765625,2925.860107421875,2905.06005859375,2923.93994140625,2923.93994140625,0,0
2016-04-18,2901.39990234375,2917.75,2892.739990234375,2917.75,2917.75,0,0
2016-04-19,2930.419921875,2954.2099609375,2928.699951171875,2951.81005859375,2951.81005859375,0,0
2016-04-20,2955.070068359375,2959.590087890625,2929.7099609375,2949.949951171875,2949.949951171875,0,0
2016-04-21,2952.1298828125,2964.10009765625,2941.699951171875,2960.780029296875,2960.780029296875,0,0
2016-04-22,2936.580078125,2946.110107421875,2930.06005859375,2940.429931640625,2940.429931640625,0,0
2016-04-25,2930.610107421875,2933.260009765625,2886.25,2900.280029296875,2900.280029296875,0,0
2016-04-26,2888.3798828125,2899.7900390625,2873.52001953125,2894.659912109375,2894.659912109375,0,1
2016-04-27,2890.409912109375,2892.27001953125,2869.77001953125,2874.719970703125,2874.719970703125,0,0
2016-04-28,2892.85009765625,2900.25,2857.159912109375,2862.300048828125,2862.300048828125,0,0
2016-04-29,2860.070068359375,2860.070068359375,2834.510009765625,2838.52001953125,2838.52001953125,0,0
2016-05-03,2842.860107421875,2848.89990234375,2806.320068359375,2811.199951171875,2811.199951171875,0,0
2016-05-04,2786.35009765625,2795.64990234375,2761.929931640625,2773.070068359375,2773.070068359375,0,0
2016-05-05,2754.639892578125,2773.429931640625,2749.840087890625,2767.81005859375,2767.81005859375,0,0
2016-05-06,2747.06005859375,2752.179931640625,2722.60009765625,2730.800048828125,2730.800048828125,0,0
2016-05-09,2745.360107421875,2766.06005859375,2734.31005859375,2766.06005859375,2766.06005859375,0,0
2016-05-10,2746.469970703125,2763.2900390625,2736.179931640625,2741.14990234375,2741.14990234375,0,0
2016-05-11,2758.97998046875,2763.449951171875,2720.77001953125,2732.8701171875,2732.8701171875,0,0
2016-05-12,2729.139892578125,2747.530029296875,2723.919921875,2745.389892578125,2745.389892578125,0,0
2016-05-13,2735.68994140625,2738.610107421875,2713.469970703125,2734.909912109375,2734.909912109375,0,0
2016-05-16,2726.31005859375,2741.840087890625,2721.699951171875,2736.06005859375,2736.06005859375,0,0
2016-05-17,2744.260009765625,2788.64990234375,2744.080078125,2781.110107421875,2781.110107421875,0,0
2016-05-18,2764.110107421875,2791.179931640625,2759.5,2777.110107421875,2777.110107421875,0,0
2016-05-19,2771.219970703125,2775.449951171875,2731.47998046875,2740.110107421875,2740.110107421875,0,0
2016-05-20,2744.3798828125,2768.64990234375,2738.030029296875,2763.820068359375,2763.820068359375,0,0
2016-05-23,2761.7900390625,2775.3701171875,2740.820068359375,2766.929931640625,2766.929931640625,0,0
2016-05-24,2760.739990234375,2766.22998046875,2742.64990234375,2750.22998046875,2750.22998046875,0,0
2016-05-25,2786.179931640625,2790.300048828125,2766.659912109375,2766.659912109375,2766.659912109375,0,0
2016-05-26,2783.85009765625,2791.4599609375,2772.22998046875,2773.31005859375,2773.31005859375,0,-1
2016-05-27,2782.0400390625,2805.6298828125,2778.219970703125,2802.510009765625,2802.510009765625,0,1
2016-05-30,2796.14990234375,2807.659912109375,2786.949951171875,2796.75,2796.75,0,-1
2016-05-31,2829.330078125,2834.0400390625,2791.06005859375,2791.06005859375,2791.06005859375,0,0
2016-06-01,2787.989990234375,2796.489990234375,2778.64990234375,2790.5400390625,2790.5400390625,0,1
2016-06-02,2789.14990234375,2806.10009765625,2787.8701171875,2795.090087890625,2795.090087890625,0,0
2016-06-03,2808.510009765625,2816.260009765625,2803.530029296875,2809.22998046875,2809.22998046875,0,-1
2016-06-06,2819.070068359375,2833.7900390625,2816.889892578125,2831.280029296875,2831.280029296875,0,0
2016-06-07,2844.800048828125,2853.639892578125,2840.1201171875,2848.090087890625,2848.090087890625,0,0
2016-06-08,2857.4599609375,2867.10009765625,2846.5,2862.3798828125,2862.3798828125,0,0
2016-06-09,2871.7900390625,2881.919921875,2843.800048828125,2843.800048828125,2843.800048828125,0,0
2016-06-10,2850.050048828125,2851.530029296875,2812.5,2822.969970703125,2822.969970703125,0,0
2016-06-13,2786.35009765625,2793.300048828125,2771.860107421875,2785.429931640625,2785.429931640625,0,1
2016-06-14,2770.9599609375,2789.06005859375,2763.530029296875,2768.330078125,2768.330078125,0,0
2016-06-15,2760.800048828125,2779.280029296875,2759.02001953125,2774.25,2774.25,0,0
2016-06-16,2768.949951171875,2770.989990234375,2744.31005859375,2751.56005859375,2751.56005859375,0,0
2016-06-17,2770.6298828125,2774.35009765625,2748.64990234375,2763.419921875,2763.419921875,0,-1
2016-06-20,2785.159912109375,2802.25,2782.719970703125,2800.8701171875,2800.8701171875,0,0
2016-06-21,2801.739990234375,2809.199951171875,2788.639892578125,2789.449951171875,2789.449951171875,0,0
2016-06-22,2797.330078125,2815.219970703125,2786.1298828125,2786.1298828125,2786.1298828125,0,0
2016-06-23,2806.840087890625,2810.43994140625,2793.85009765625,2793.85009765625,2793.85009765625,0,0
2016-06-24,2807.7099609375,2807.7099609375,2715.760009765625,2735.389892578125,2735.389892578125,0,0
2016-06-27,2722.159912109375,2750.27001953125,2709.56005859375,2729.85009765625,2729.85009765625,0,1
2016-06-28,2705.070068359375,2766.570068359375,2703.47998046875,2756.530029296875,2756.530029296875,0,0
2016-06-29,2769.06005859375,2801.47998046875,2767.43994140625,2792.72998046875,2792.72998046875,0,0
2016-06-30,2880.719970703125,2880.719970703125,2831.719970703125,2840.929931640625,2840.929931640625,0,-1
2016-07-01,2848.449951171875,2850.179931640625,2832.550048828125,2846.3701171875,2846.3701171875,0,0
2016-07-04,2855.360107421875,2874.89990234375,2842.320068359375,2870.56005859375,2870.56005859375,0,0
2016-07-05,2870.840087890625,2873.669921875,2854.159912109375,2864.669921875,2864.669921875,0,0
2016-07-07,2859.81005859375,2867.22998046875,2854.2099609375,2862.169921875,2862.169921875,0,0
2016-07-08,2859.469970703125,2862.22998046875,2830.0,2847.0400390625,2847.0400390625,0,0
2016-07-11,2882.280029296875,2884.580078125,2868.800048828125,2876.139892578125,2876.139892578125,0,0
2016-07-12,2882.949951171875,2901.820068359375,2878.10009765625,2901.820068359375,2901.820068359375,0,0
